BU,MPN,DEVICE,MPC,PSI_MASK,PRODUCT_FAMILY,PKG_CODE,LEAD_COUNT,CONFIGURATION,BB_REPOSITORY_NAME,PACKAGE,TEST_LOCATION,ATE,TSO_MAIN_SOURCE,TSO_EXECUTABLE,TSO_TEST_DEVICE,STDF_TP_NAME,TP_REV,RELEASE_DATE,HANDLER,INCOMING_MEDIA,TRANSFER_REQUIRED,SUBCON_PROCESS_STEP,OPERATION,TEMP,INSERTION,FLOW_ID,FLOW_TYPE,TEST_FLOW_GROUP,PROCESS_PLAN,STEP_NAME,BIN_GROUP,ACCEPT_BIN1_ONLY,SITES,INDEX_SECONDS,TEST_SECONDS,DAILY_CAP,TEST_YIELD,SUBCON_UTILIZATION,DAILY_TEST_IN,DAILY_TEST_OUT,REMARKS,DIE_ITEM,PRODUCT,TARGET_YIELD,HOLD_YIELD_LIMIT,UPPER_YIELD_LIMIT,OS_YIELD_LIMIT,SCRAP_YIELD_LIMIT,CDCA_DISPOSITION_INSTRUCTION,PRODUCT_CONTROL,TPE,TSE,BU_PE,BU_TE,MSCC_TECHNOLOGIST,FAB_LOCATION,ASSY_LOCATION,LB_14A,LB_SUPPLIER,LB_SUPPLIER_PARTNUMBER,SOCKET_14A,SOCKET_SUPPLIER,SOCKET_SUPPLIER_PARTNUMBER,CABLE_14A,CABLE_SUPPLIER,CABLE_SUPPLIER_PARTNUMBER,DUTBOARD_14A,DUTBOARD_SUPPLIER,DUTBOARD_SUPPLIER_PARTNUMBER,MAPBOARD_14A,MAPBOARD_SUPPLIER,MAPBOARD_SUPPLIER_PARTNUMBER,IND,PGM_KEY,INDEX,TEST_PROG_DIRECTORY_NAME,TEST_PROGRAM_DIRECTORY,SKIP_LOT_QA_1:10,QA_TEST_PROGRAM_NAME,STDF_DEVICE,SETUP_KEY,PSI_STATUS,TP_NAME,STDF_PROGRAM,MSCC_PLANNER,MSCC_PE_PRIMARY,MSCC_PE_BACKUP,MSCC_TE,LB_QTY,LB_TESTLOCATION,LB_STATUS,LB_N1,SOCKET_QTY,SUBCON_SOCKET_ID,LID_SOCKET_14A,LID_SOCKET_QTY,LID_SUBCON_SOCKET_ID,LID_SUPPLIER,LID_SUPPLIER_PARTNUMBER,ALIGNPLATE_SOCKET_14A,ALIGNPLATE_QTY,SUBCON_ALIGNPLATE_ID,ALIGNPLATE_SUPPLIER,ALIGNPLATE_SUPPLIER_PARTNUMBER,CABLE_QTY,SUBCON_CABLE_ID,DUTBOARD_QTY,DUTBOARD_SUBCON_ID,CHANGEKIT_QTY,SUBCON_CHANGEKIT_ID,CHANGEKIT_SUPPLIER,CHANGEKIT_SUPPLIER_PARTNUMBER,MAPBOARD_QTY,SUBCON_MAPBOARD_ID,
PM,SG3503DM-TR,SG3503DM,,,,,8.0,,,SOPN8,ASEM,TS88_AMS,S1503.FT,,,S1503.FT,03/08/99,Released,RAS2K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.0,1.03,42561,0.9,0.65,27665.02463054187,24898.522167487685,-,1503-CT,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,TSAC (Test Solution & Asset Consulting LLC),"Cable A: 894-8818
Cable B: 894-8838",,WELLEGION,WE-524,,MCHP GG,SA1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3503M,SG3503M,,,,,8.0,,,PDIP8,ASEM,TS88_AMS,S1503.FT,,,S1503.FT,03/08/99,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,0.9,41142,0.9,0.65,26742.85714285714,24068.571428571428,-,1503-CT,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1503,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3524BDW,SG3524BDW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1524BFT,,,S1524BFT,11/30/04,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.0,0.95,44307,0.9,0.65,28800.000000000004,25920.000000000007,-,1524B-PE,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1524B,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3524BDW-TR,SG3524BDW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1524B.FT,,,S1524B.FT,11/30/04,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.0,0.95,44307,0.9,0.65,28800.000000000004,25920.000000000007,-,1524B-PE,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1524B,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3524BN,SG3524BN,,,,,8.0,,,PDIP16,ASEM,TS88_AMS,S1524B.FT,,,S1524B.FT,10/09/12,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,2.0,27000,0.9,0.65,17550.0,15795.0,-,1524-CD,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1524B,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3524D-TR,SG3524D-TR,,,,,16.0,,,SOPN 16,ASEM,TS88_AMS,S1524.FT,,,S1524.FT,11/30/04,Released,RAS2K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG03,No,1.0,1.0,1.05,42146,0.9,0.65,27395.121951219517,24655.609756097565,-,1524-CD,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-524,,MCHP GG,SA1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3524N-11483,SG3524N,,,,,16.0,,,PDIP16,ASEM,TS88_AMS,Q11483.FT,,,Q11483.FT,07/11/01,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.2,1.28,34838,0.9,0.65,22645.161290322583,20380.645161290326,-,1524-CD,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1524,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3525AN,SG3525AN,,,,,16.0,,,PDIP16,ASEM,TS88_AMS,S1525A.FT,,,S1525A.FT,03/15/16,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,1.02,38918,0.9,0.65,25297.2972972973,22767.567567567567,-,1525-EA,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1525A/SA1527A,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3526BN,SG3526BN,,,,,18.0,,,PDIP18,ASEM,TS88_AMS,S1526B.FT,,,S1526B.FT,03/19/02,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,2.5,23351,0.9,0.65,15178.378378378378,13660.540540540542,-,1526B-HC,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1526,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3526BDW,SG3526BDW-TR,,,,,18.0,,,SOPW18,ASEM,TS88_AMS,S1526B.FT,,,S1526B.FT,03/19/02,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.5,1.09,33359,0.8,0.65,21683.397683397685,17346.718146718147,-,1526B-HC,,80,77,99,1,50,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3526BDW-TR,SG3526BDW-TR,,,,,18.0,,,SOPW18,ASEM,TS88_AMS,S1526B.FT,,,S1526B.FT,03/19/02,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.5,1.09,33359,0.8,0.65,21683.397683397685,17346.718146718147,-,1526B-HC,,80,77,99,1,50,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3626DW,SG3626DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1626.FT,,,S1626.FT,11/23/04,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.5,0.62,40754,0.9,0.65,26490.566037735847,23841.509433962263,-,1626-JB,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1626W & T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3626DW-TR,SG3626DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1626.FT,,,S1626.FT,11/23/04,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.5,0.62,40754,0.9,0.65,26490.566037735847,23841.509433962263,-,1626-JB,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1626W & T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3644M,SG3644M,,,,,8.0,,,PDIP8,ASEM,TS88_AMS,S1644.FT,,,S1644.FT,08/24/01,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,0.55,49371,0.9,0.65,32091.428571428572,28882.285714285717,-,1644-JB,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1644,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3844DM,SG3844DM,,,,,8.0,,,SOPN8,ASEM,TS88_AMS,S3844.FT,,,S3844.FT,03/02/00,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.2,2.0,27000,0.9,0.65,17550.0,15795.0,-,1844-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,JOHNSTEC,DS18779-0401A,,MCHP GG,SA1842_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3844DM-TR,SG3844DM,,,,,8.0,,,SOPN8,ASEM,TS88_AMS,S3844.FT,,,S3844.FT,03/02/00,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.2,2.0,27000,0.9,0.65,17550.0,15795.0,-,1844-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,JOHNSTEC,DS18779-0401A,,MCHP GG,SA1842_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3844M,SG3844M,,,,,8.0,,,PDIP8,ASEM,TS88_AMS,S3844.FT,,,S3844.FT,03/02/00,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.2,2.0,27000,0.9,0.65,17550.0,15795.0,-,1844-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1842_43,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3845D,SG3845D,,,,,14.0,,,SOPN14,ASEM,TS88_AMS,S3845.FT,,,S3845.FT,07/28/00,Released,RAS2K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.0,0.71,50526,0.9,0.65,32842.1052631579,29557.89473684211,-,1845-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,JOHNSTEC,DS18779-0410A,,MCHP GG,SA1842_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3845D-TR,SG3845D,,,,,14.0,,,SOPN14,ASEM,TS88_AMS,S3845.FT,,,S3845.FT,07/28/00,Released,RAS2K,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.0,0.71,50526,0.9,0.65,32842.1052631579,29557.89473684211,-,1845-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,JOHNSTEC,DS18779-0410A,,MCHP GG,SA1842_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3845M,SG3845M,,,,,8.0,,,PDIP8,ASEM,TS88_AMS,S3845.FT,,,S3845.FT,07/28/00,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG01,Yes,1.0,1.2,0.74,44536,0.9,0.65,28948.453608247426,26053.608247422686,-,1845-JS,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1842_43,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846N,SG3846N,,,,,16.0,,,PDIP16,ASEM,TS88_AMS,S1846.FT,,,S1846.FT,05/07/03,Released,MCT,Tube,No,T100,FT,T25,1.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.2,1.83,28514,0.9,0.65,18534.653465346535,16681.188118811882,-,1846-HN,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1846/47,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846N,SG3846N,,,,,16.0,,,PDIP16,ASEM,TS88_AMS,T1846.FT,,,T1846.FT,03/17/03,Released,MCT,Tube,No,T400,FT,T70,2.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.2,1.83,28514,0.76,0.65,18534.653465346535,14086.336633663366,-,1846-HN,,76,73,99,1,46,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1846/47,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846DW,SG3846DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1846.FT,,,S1846.FT,05/07/03,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.5,2.67,20719,0.9,0.65,13467.625899280576,12120.863309352519,-,1846-HN,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1846/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846DW,SG3846DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,T1846.FT,,,T1846.FT,03/17/03,Released,PM6K,Tube,No,T400,FT,T70,2.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.5,3.53,17176,0.76,0.65,11165.009940357855,8485.407554671969,-,1846-HN,,76,73,99,1,46,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1846/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846DW-TR,SG3846DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,S1846.FT,,,S1846.FT,05/07/03,Released,PM6K,Tube,No,T100,FT,T25,1.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.5,2.67,20719,0.9,0.65,13467.625899280576,12120.863309352519,-,1846-HN,,90,87,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1846/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG3846DW-TR,SG3846DW,,,,,16.0,,,SOPW16,ASEM,TS88_AMS,T1846.FT,,,T1846.FT,03/17/03,Released,PM6K,Tube,No,T400,FT,T70,2.0,-,STD,,FFQQ,"FT(25C), FT(70C), QA(25C), QA(70C)",CPG_LG_SG02,No,1.0,1.5,3.53,17176,0.76,0.65,11165.009940357855,8485.407554671969,-,1846-HN,,76,73,99,1,46,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,WELLEGION,TM810-028122121-62,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-553,,MCHP GG,SA1846/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG2842D,SG2842D,,,,,14.0,,,SOPN14,ASEM,TS88_AMS,S2842.FT,,,S2842.FT,2004-04-20 00:00:00,Released,RAS2K,Tube,No,T100,FT,T25,1.0,-,STD,,FFQQ,"FT(25C), FT(85C), QA(25C), QA(85C)",CPG_LG_SG01,Yes,1.0,1.0,0.44,60000,0.9,0.65,39000.0,35100.0,-,-,,90,90,99,1,60,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1842_43,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,SG2842D,SG2842D,,,,,14.0,,,SOPN14,ASEM,TS88_AMS,T1842.FT,,,T1842.FT,2004-09-16 00:00:00,Released,RAS2K,Tube,No,T400,FT,T85,2.0,-,STD,,FFQQ,"FT(25C), FT(85C), QA(25C), QA(85C)",CPG_LG_SG01,Yes,1.0,1.0,0.46,59178,1.0,0.65,38465.75342465754,38465.75342465754,-,-,,100,100,100,1,70,-,Mai-Anh,Wisit A,"Pakorn P., Sun Sun",,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1842_43,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,UC3842AM,UC3842AM,,,,,,,,PDIP8,ASEM,TS88_AMS,S384XA.FT,,,S384XA.FT,2007-09-12 00:00:00,Released,MCT,Tube,No,T100,FT,T25,1.0,,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.2,2.0,27000,0.9,0.65,17550.0,15795.0,-,-,,90,87,99,1,60,-,Mai-Anh,Wisit A,Sunsun,,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,"PRECISION CONTACTS, INC",EL-020B&UC-020B,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,MCHP GG,SA1842_43,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,UC3842ADM,UC3842ADM,,,,,,,,SOPN8,ASEM,TS88_AMS,S384XA.FT,,,S384XA.FT,2007-09-12 00:00:00,Released,RAS2K,Tube,No,T100,FT,T25,1.0,,STD,,FQ,"FT(25C), QA(25C)",CPG_LG_SG02,No,1.0,1.0,0.7,50823,0.9,0.65,33035.29411764706,29731.764705882357,-,-,,90,87,99,1,60,-,Mai-Anh,Wisit A,Sunsun,,Howard,-,FAB_1,ASEM,,MCHP GG,DP1001,,JOHNSTECH,JTI-TS016SO150-1.27-8779-0401,,"TSAC (Test Solution & Asset Consulting LLC)
BNC cable: MCHP GG","Cable A: 894-8818
Cable B: 894-8838
BNC cable: NA",,WELLEGION,WE-524,,MCHP GG,SA1842_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
